iter	Logloss
440	0.286540697
441	0.2862830032
442	0.2859285015
443	0.2853530008
444	0.2850284634
445	0.2846073331
446	0.2842589472
447	0.2840253786
448	0.2835396481
449	0.2834542112
450	0.2830428847
451	0.2827555953
452	0.2826523334
453	0.2822749358
454	0.2819767978
455	0.2818402524
456	0.2813932144
457	0.2809333917
458	0.280377314
459	0.2799812002
460	0.2796325684
461	0.2791378025
462	0.279071174
463	0.2784038133
464	0.2780660915
465	0.2778267452
466	0.2776693323
467	0.2774642837
468	0.2772840671
469	0.2769966241
470	0.2766359143
471	0.2765190378
472	0.2764075088
473	0.2759821989
474	0.2754753858
475	0.2752717816
476	0.2747124156
477	0.2742411296
478	0.273925351
479	0.2736655674
480	0.272993566
481	0.2725611261
482	0.2721890145
483	0.2720893176
484	0.2717417614
485	0.2712803713
486	0.270983647
487	0.2707171637
488	0.2702397004
489	0.2698083054
490	0.2695611222
491	0.2694892999
492	0.2690972427
493	0.2690022172
494	0.2687139137
495	0.2683434001
496	0.2680080141
497	0.2678439629
498	0.2675092223
499	0.2672675095
500	0.2669332913
501	0.2667967152
502	0.2666395174
503	0.2665156339
504	0.266398911
505	0.2661768672
506	0.2656857278
507	0.2652602642
508	0.2651038962
509	0.2647215199
510	0.2644326632
511	0.2641204496
512	0.2638683185
513	0.2636261447
514	0.2633319405
515	0.2628724251
516	0.262531753
517	0.2620888947
518	0.2617177051
519	0.2616538118
520	0.2612164854
521	0.2610687532
522	0.2605948242
523	0.2602660457
524	0.2599912031
525	0.259794022
526	0.2596087653
527	0.2593255326
528	0.2590004113
529	0.2585404656
530	0.2584448562
531	0.258027045
532	0.2576934261
533	0.2576322219
534	0.2572353551
535	0.2568867233
536	0.2563008042
537	0.2560015138
538	0.2556349187
539	0.2553841244
540	0.2551473289
541	0.2550898741
542	0.2548960276
543	0.2548389262
544	0.2547708993
545	0.2545313379
546	0.2542443712
547	0.2539535784
548	0.253684114
549	0.2532881692
550	0.2528119351
551	0.2525219413
552	0.2522165504
553	0.2518409045
554	0.2517947594
555	0.2515328091
556	0.251277405
557	0.2506421906
558	0.2505202279
559	0.2501617462
560	0.2499761053
561	0.2498000991
562	0.2492702058
563	0.2490754833
564	0.2487885167
565	0.2484533151
566	0.2480324921
567	0.2479302751
568	0.2476921274
569	0.2476124375
570	0.2470586033
571	0.246753612
572	0.2464576099
573	0.245975721
574	0.2456141046
575	0.2455136087
576	0.2452873391
577	0.2451457689
578	0.2450890978
579	0.244668029
580	0.2444679591
581	0.2439374203
582	0.2436407883
583	0.2434378756
584	0.2433491963
585	0.2431827019
586	0.2431150131
587	0.2430339402
588	0.2427645066
589	0.2426676371
590	0.2425031249
591	0.2420173945
592	0.2416035786
593	0.2411866126
594	0.2409504317
595	0.240844911
596	0.2405938862
597	0.2404066933
598	0.2400291266
599	0.2399028767
600	0.2396234395
601	0.2394052373
602	0.2392257276
603	0.238577083
604	0.238333219
605	0.2380111095
606	0.2376899066
607	0.2375218755
608	0.2372651038
609	0.2369396444
610	0.2367509456
611	0.2367032945
612	0.2366177039
613	0.2361677003
614	0.2359140171
615	0.2358420258
616	0.2356474877
617	0.2352647272
618	0.2351261227
619	0.2349837996
620	0.2347884471
621	0.234549992
622	0.2342689568
623	0.234221275
624	0.2339407315
625	0.2338356871
626	0.2337156605
627	0.2333827024
628	0.2331001305
629	0.2328272394
630	0.2326456091
631	0.2325699913
632	0.2323534947
633	0.232221636
634	0.2321886906
635	0.2319366363
636	0.2318974521
637	0.2317525166
638	0.231712349
639	0.2315550436
640	0.231296474
641	0.2310476927
642	0.2306299584
643	0.2303200344
644	0.2302681269
645	0.2300692094
646	0.2297964106
647	0.2293742507
648	0.2290752676
649	0.2288403621
650	0.228608991
651	0.2280597975
652	0.2279161989
653	0.2274539944
654	0.2271301638
655	0.2270277471
656	0.2268746367
657	0.2268401393
658	0.2266794533
659	0.2262667131
660	0.2261965964
661	0.225942652
662	0.2253969621
663	0.2251164954
664	0.2250752828
665	0.2250132181
666	0.2248110123
667	0.2246338843
668	0.2245164547
669	0.2242732821
670	0.2242073297
671	0.2239489752
672	0.2239042284
673	0.2237311879
674	0.2235421203
675	0.2233597217
676	0.2232048442
677	0.2230188345
678	0.222979389
679	0.2228324252
680	0.2225486087
681	0.2224787379
682	0.2221010022
683	0.2217689353
684	0.2214435988
685	0.2213428417
686	0.2213122626
687	0.2210047973
688	0.2209282113
689	0.2207565692
690	0.2205947154
691	0.2203810309
692	0.2203318124
693	0.2202894781
694	0.2199691511
695	0.2197054491
696	0.2194533487
697	0.2193153896
698	0.2192245437
699	0.2190784404
700	0.2188138011
701	0.2185263274
702	0.2183917796
703	0.2181497902
704	0.2179062796
705	0.2174285243
706	0.2171946792
707	0.2171190767
708	0.2170038598
709	0.2166900942
710	0.2165487699
711	0.2162621259
712	0.21599008
713	0.2157100435
714	0.2156090251
715	0.2153652226
716	0.2150703269
717	0.2148569343
718	0.21470198
719	0.2144873735
720	0.2141928313
721	0.2141080858
722	0.2139991998
723	0.2138013273
724	0.2135357353
725	0.2133564714
726	0.2131670042
727	0.213116326
728	0.2128338463
729	0.2124688493
730	0.2123360687
731	0.2121402245
732	0.2120896385
733	0.2117126403
734	0.2116174919
735	0.2115772013
736	0.2113055395
737	0.2111154731
738	0.2109470579
739	0.2107593886
740	0.2105905277
741	0.2104690106
742	0.2103822675
743	0.2102733662
744	0.2101872532
745	0.2100083273
746	0.2097522778
747	0.2094603785
748	0.2093289808
749	0.2092777494
750	0.2092452957
751	0.2090124032
752	0.208864917
753	0.208783967
754	0.2084791447
755	0.2083735317
756	0.2083362222
757	0.2082151353
758	0.2080830462
759	0.2079241273
760	0.2078889538
761	0.2076440294
762	0.2076091171
763	0.2075491729
764	0.2074754144
765	0.207275114
766	0.2068098669
767	0.2066036197
768	0.2064684266
769	0.2063727096
770	0.2062965385
771	0.2061093149
772	0.2058566459
773	0.2056406411
774	0.2054421846
775	0.2053075908
776	0.2051822474
777	0.2050086076
778	0.2048416522
779	0.2048064325
780	0.2046039501
781	0.2045592186
782	0.2044367949
783	0.2042770616
784	0.2041647336
785	0.2038482635
786	0.2035629411
787	0.2033628251
788	0.203120805
789	0.20285572
790	0.2026541749
791	0.2024430412
792	0.2023896585
793	0.2020356485
794	0.2019868757
795	0.201885888
796	0.2015548967
797	0.2012244279
798	0.2010860078
799	0.200949109
800	0.2009196824
801	0.2006228659
802	0.2004973535
803	0.2003055354
804	0.2000798497
805	0.2000079967
806	0.1998541487
807	0.1996957677
808	0.1995312555
809	0.1993048938
810	0.1990554364
811	0.1987666719
812	0.1985974269
813	0.1985009569
814	0.1982866116
815	0.1981039979
816	0.197794412
817	0.197727891
818	0.1974814301
819	0.1973824708
820	0.197256943
821	0.1971575995
822	0.1971205052
823	0.1970583329
824	0.1969404883
825	0.1967609479
826	0.1966921527
827	0.1965349088
828	0.1963825207
829	0.1962070062
830	0.1959322558
831	0.1958470186
832	0.1958072351
833	0.1957623654
834	0.1956788339
835	0.1956198732
836	0.1955508936
837	0.1954537475
838	0.19536493
839	0.1950838794
840	0.1950278229
841	0.1948413676
842	0.1947919955
843	0.1947321128
844	0.1945487615
845	0.19427103
846	0.1942231485
847	0.1939913931
848	0.193691657
849	0.1934208711
850	0.1933304555
851	0.1932017316
852	0.1929534881
853	0.1927838897
854	0.1926732366
855	0.1926459306
856	0.1924665284
857	0.1924172024
858	0.1922627398
859	0.1921663313
860	0.192019137
861	0.1918836519
862	0.1917302188
863	0.1914620452
864	0.1913976141
865	0.1911681945
866	0.1910694195
867	0.1909282181
868	0.1907750309
869	0.1907437911
870	0.1904997427
871	0.1903579881
872	0.1902385147
873	0.1901236512
874	0.1900569305
875	0.1897869898
876	0.1897413363
877	0.1894809842
878	0.189258126
879	0.1892357833
880	0.1891089955
881	0.1889424089
882	0.1888265773
883	0.1887347019
884	0.1885062196
885	0.1883502203
886	0.1881675451
887	0.1880010968
888	0.1879604221
889	0.1878036084
890	0.1876046602
891	0.1875664902
892	0.1873826472
893	0.1873548494
894	0.1871803798
895	0.187090164
896	0.1869283409
897	0.1867559919
898	0.1863452185
899	0.1861009857
